text;label
"SPA на Vue.js + Typescript на фронте и Quasar как библиотека компонентов;";0
"Организацию работы команды: постановка задач и контроль их выполнения, контроль эффективности сотрудников, а также развитие их компетенций;";0
"Планирование и отслеживание бюджета на ПО и оборудование в масштабе группы компаний;";0
"Планирование и построение сетей передачи данных;";1
"Планирование и организация механизмов взаимодействия территориально разделенных сетей (филиалов, подразделений, ДЗО, участков);";1
"Планирование, подбор, закупка и настройка парка серверного и сетевого оборудования центрального офиса и других филиалов при необходимости;";0
"Разработка и актуализация концепции информационной «экосистемы» группы компаний;";0
"Управление жизненным циклом информационных систем (учетной, информационно-справочных, СЭД и т.д.);";0
"Контроль за спецификациями приобретаемого ПО и оборудования на предмет соответствия предполагаемой задаче;";0
"Контроль систем резервного копирования данных;";0
"Контроль и, при необходимости, актуализация тарифных планов и технологий посредством которых оказываются услуги связи;";0
Взаимодействие с сотрудниками компании – пользователями информационных систем и оборудования (работа с требованиями, пожеланиями, предложениями, возражениями).;0
"Выполнение и контроль коммерческих показателей клуба;";0
"Достижение плановых финансовых показателей;";0
"Составление и исполнение бюджета клуба, контроль расходов и доходов;";0
"Оперативное управление административно-хозяйственной деятельностью клуба;";0
"Управление подразделениями клуба (фитнес департамент, отдел продаж, отдел маркетинга, АХО и служба сервиса), контроль за показателями, выставление задач согласно стратегии развития;";0
"Контроль и постановка задач подразделениям для поддержания и развития в премиальном сегменте рынка;";0
"Ведение договорной работы, связанной с деятельностью клуба;";0
Представление интересов Компании в государственных органах.;0
"Обработка входящих заявок (без холодных звонков);";0
"Работа с клиентами (телефонные переговоры, встречи, переписки);";1
"Работа в CRM – системе;";0
"Работа в программе PRO100;";0
"Ведение заказов до установки мебели;";1
" Взаимодействие с органами власти по вопросам предоставления государственных и муниципальных услуг; ";0
" Консультирование специалистов филиалов МФЦ по вопросам оказания услуг; ";1
" Проверка и оценка принятых комплектов документов по услугам; ";1
 Работа в программных комплексах процесса предоставления государственных и муниципальных услуг. ;0
"Встреча посетителей и гостей бизнес-центра;";0
"Регистрация посетителей, оформление и выдача пропусков посетителям бизнес-центра;";0
"Обработка и распределение входящей корреспонденции;";1
Прием заявок от арендаторов для управляющей компании и службы эксплуатации.;1
"Поддержание рабочего места/документации в чистоте/аккуратности;";0
Консультирование арендаторов/посетителей по текущим вопросам, направление справочной информации.;1
Забирать детей из детского сада;0
Приготовление ужина детям;0
Прогулки с детьми;0
Сидеть с ними во время больничных;0
Поддержание чистоты в квартире;0
" Проверка проектов договоров и/или спецификаций, дополнительных соглашений на наличие всех существенных условий будущего договора; ";1
 Осуществлять проверку локальных сметных расчетов по договорам подряда со сторонними организациями в части правильности отражения объемов. ;1
"Планирование и обеспечение реализации проектов на всех стадиях (проектирование, строительство, ввод в эксплуатацию);";0
"Контроль качества, сроков и объёмов, в том числе субподрядных организаций на объекте;";1
Совместно с заказчиком и руководителями проектов, проработка решений по оптимизации сроков, качества и себестоимости строительства.;1
"Организация и контроль своевременности предоставления проектной, рабочей и исполнительной документации;";1
проведение работ по техническому обслуживанию и ремонту грузовых автомобилей и спецтехники;0
подготовка автомобилей к дальнейшей эксплуатации;0
полная занятость полный день;0
место нахождения тюменская обл тюменский рн с успенка ул садовая д;0
проведение технического обслуживания и ремонта грузового автотранспорта;0
выполнение сварочных работ;0
диагностика и ремонт;0
ремонт кпп ваз мосты и редуктора газ ваз уаз;0
проведение технического обслуживания и ремонта грузового автотранспорта;0
выполнение сварочных работ;0
проведение диагностики и профилактического осмотра автотранспортных средств;0
выполнение работ по разборке ремонту и сборке основных узлов и механизмов автотранспортных средств;0
выполнение регламентных и слесарных работ;0
проведение то транспортных средств;0
замена технических жидкостей в узлах и агрегатах транспортных средств ;0
замена фильтрующих элементов;0
мелкосрочный ремонт ходовой части транспортных средств ;0
мелкосрочный ремонт тормозной системы ;0
замена приводных ремней и роликов агрегата;0
ремонт генераторов;0
ремонт и обслуживание электрической части автотранспортных средств;0
ремонт и сборка дизельных специальных грузовых автомобилей;0
разборка ремонт сборка сложных агрегатов узлов и приборов и замена их при техническом обслуживании;0
обкатка автомобилей и автобусов всех типов на стенде;0
выявление и устранение дефектов неисправностей в процессе регулировки и испытания агрегатов узлов и приборов и тд;0
техническое обслуживание диагностика электрооборудования ремонт дорожностроительной техники на территории заказчика;0
подготовка к проведению гарантийных и послегарантийных ремонтов техники;0
запуск техники в эксплуатацию предпродажная подготовка;0
консультирование клиентов по всем техническим вопросам;1
подготовка технической документации;1
сборка шпатлевание восстановление геометрии кузова;0
диагностика неисправностей автомобилей прибывших на то и тр;0
установка дополнительного оборудования на тс;0
диагностика электрооборудования легковых атомобилей;0
организация деятельности на участке в области повышения эффективности ремонта и обслуживания средств малой механизации и минимизации затрат;0
улучшение ремонта и обслуживания средств малой механизации обеспечение роста производительности труда выполнение техникоэксплуатационных показателей;0
организация и осуществления обслуживания текущего и капитального ремонта замена расходных материалов узлов и агрегатов средств малой механизации;0
организация ремонта узлов и агрегатов вышедших из строя для создания оборотного фонда узлов и агрегатов;0
техническое обслуживание и ремонт грузовых автомобилей и прицепной техники;0
полный цикл работ по кузовному ремонту автомобилей ;0
выполнение работ высокого качества и в кратчайшие сроки при соблюдении технологического процесса;0
восстановление геометрии автомобиля;0
производить работы согласно инструкциям в общих словах выставить автомобиль на подьемник снять подкрылки защиты днища отмыть мойкой высокого давления продуть просушить отпескоструить коррозию нанести пистолетом цинк нанести пистолетом антикор поставить снятые элементы помыть автомобиль с наружи;0
качественное выполнение ремонта и то легковых автомобилей;0
выявление причин и устранение неисправностей;0
разборка автомобилей перед окрасочными работами сборка после окраски;0
выполнение подготовительных работ к покраске автомобиля ;0
выполнение работ по ремонту и обслуживанию грузовых автомобилей и спецтехники;0
содержание рабочего места вверенного оборудования и территории в образцовом порядке;0
установка навигационного оборудования глонасс gps на транспорт автограф техноком дут tkls прочее оборудование для сельскохозяйственной техники;0
монтаж систем точного земледелия для сельхозтехники ;0
разборка сборка автомобилей арматурные работы;0
слесарные работы то ремонт автомобилей;0
ремонт сборка разборка контроль проведение испытаний сложных деталей и узлов электромашин электроаппаратов и электроприборов в условиях всех типов посадок;0
замена ламп установка ксенонового оборудования;0
замена и установка линз в фары;0
арматурные работы по снятию бамперовфар;0
выполнение поручений специалиста;0
техническое обслуживание и диагностика грузового и легкового транспорта;0
автосервис приглашает на работу шиномонтажника на сезон;0
шиномонтажные работы ;0
ремонт ходовой части грузовых автомобилей;0
соблюдение чистоты на рабочем месте;0
замена ступицы;0
замена шрусов;0
замена стоек стабилизатора;0
замена рулевых тяг;0
регулировка и прокачка тормозной системы;0
замена наконечников рулевых;0
разборка и сборка рабочего тормозного цилиндра замена манжеты и тд;0
замена расходников по двигателю;0
техническое обслуживание;0
замена масла в двигателе;0
замена масла в кпп;0
замена масла в заднем мосту;0
замена топливного фильтра;0
замена воздушного фильтра;0
замена масляного фильтра вставки;0
замена охлаждающей жидкости;0
замена тормозной жидкости;0
ремонт и техническое обслуживание легковых автомобилей японского корейского прва;0
приветствуется опыт на сходразвале;0
выполнение работ по ремонту грузовой и дст;0
выполнение ремонта агрегатов;0
ремонт техническое обслуживание лесозаготовительной и дорожностроительной техники;0
диагностика техники в полевых условиях ;0
ведение сопутствующей технической документации;1
качественное выполнение ремонта и то легковых автомобилей;0
выявление причин и устранение неисправностей;0
разборка сборка автомобилей арматурные работы;0
слесарные работы то ремонт автомобилей;0
контроль регулирование ремонт испытание на стендах топливной аппаратуры;0
дефектовка узлов агрегатов и механических систем;0
регулировка и ремонт узлов агрегатов и механических систем;0
демонтажмонтаж узлов агрегатов и механических систем;0
тестирование узлов агрегатов и механических систем;0
восстановление и замена узлов агрегатов и механических систем;0
проверка неисправности узлов агрегатов и механических систем;0
установка и подключение дополнительных механических систем;0
диагностика и ремонт электрооборудования и электропроводки на спецтехнике ;0
контроль за правильной эксплуатацией автотранспорта осуществление технического надзора за состоянием автомобилей на линии;0
осуществление ежедневного технического осмотра автомобилей выходящих на линию и возвращающихся в гараж;0
производит замену перестановку автотранспорта стоящего в плане но не готового к выходу на линию не допуская срывов по выходу автотранспорта согласно плана;0
контроль расхода топлива;0
осуществление проверки при выезде на линию у водительского состава документов на право управления данным автомобилем и документов на автомобиль;0
диагностика и ремонт электрических систем грузовых автомобилей автобусов и спецтехники;0
проведение слесарных работ снятие и установка для последующего ремонта электропроводки;0
разборка грузовых автомобилей кроме специальных и дизелей;0
ремонт сборка простых соединений и узлов автомобилей;0
снятие и установка несложной осветительной арматуры;0
разделка сращивание изоляция и пайка проводов;0
выполнение крепежных работ при первом и втором техническом обслуживании устранение выявленных мелких неисправностей;0
слесарная обработка деталей по квалитетам с применением приспособлений слесарного и контрольноизмерительных инструментов;0
проведение диагностики и дефектовки топливной аппаратуры;0
проведение ремонта топливной аппаратуры;0
разборка сборка автомобилей арматурные работы;0
слесарные работы то ремонт автомобилей;0
контроль регулирование ремонт испытание на стендах топливной аппаратуры;0
ремонтировать и обслуживать грузовые автомобили на отлично создавая хорошую репутацию среди наших клиентов;0
проводить диагностику и искать неисправности;0
перегонять тс ;0
проведение работ по техническому обслуживанию и ремонту тс проведение диагностики и профилактического осмотра автотранспортных средств выполнение работ по разборке ремонту и сборке узлов механизмов автотранспортных средств выполнение работ по установке регулированию и замене запасных частей;0
обеспечивать безаварийную и бесперебойную работу тс и пс компании;0
осуществлять контроль за правильной эксплуатацией автотранспорта и подъмных сооружений;0
техническим состоянием автомобилей и пс ;0
техническое обслуживание и ремонт тс и пс;0
диагностика неисправностей подбор и заказ запасных частей;0
предполагается выездной сервис а также выполнение ремонтных слесарных работ на ремонтной базе ;0
зарабатывать качественно и оперативно осуществлять замену технических жидкостей и расходных материалов диагностировать состояние технических жидкостей обслуживать автомобиль клиента согласно регламентам проведения работ и правил тб повышать свой профессиональный уровень ;0
диагностика и ремонт электрических систем грузовых автомобилей автобусов и спецтехники;0
проведение слесарных работ снятие и установка для последующего ремонта электропроводки;0
снятиеустановка колс автомобиля;0
шиномонтаж балансировка ремонт автошин;0
механический ремонт автомобилей камаз маз урал паз лиаз кавз газ хино хундай исузу фусо;0
ремонт грузовых прицепов и трейлеров;0
поиск клиентов;1
продажа сервисных услуг и запасных частей;0
ремонт и техническое обслуживание дорожностроительной техники ;0
соблюдение мер безопасности и охраны труда при выполнении работ;0
техническое обслуживание автомобилей ;0
ремонт всех видов легковых автомобилей ;0
диагностика и поиск неисправностей;0
ремонтировать и обслуживать грузовые автомобили на отлично создавая хорошую репутацию среди наших клиентов;0
проводить диагностику и искать неисправности;0
перегонять тс ;0
диагностика и ремонт электрических систем грузовых автомобилей автобусов и спецтехники;0
проведение слесарных работ снятие и установка для последующего ремонта электропроводки;0
ремонтировать и обслуживать грузовые автомобили на отлично создавая хорошую репутацию среди наших клиентов;0
ремонт и обслуживание гидротрансформаторов акпп;0
работа с фрезером и токарным станком;0
ремонт сборка стендовые испытания и регулировка сложных агрегатов и узлов дорожностроительных машин и тракторов;0
выявление и устранение дефектов в процессе ремонта сборки и испытания агрегатов узлов машин и тракторов;0
слесарная обработка узлов и деталей по квалитетам с применением универсальных приспособлений и специального инструмента;0
общая сборка сложных дорожностроительных машин тракторов на гусеничном ходу агрегатов электрооборудования и приборов;0
выполнение сложных монтажных работ с применением подъемнотранспортных механизмов и специальных приспособлений;0
ремонт и дефектовка узлов и агрегатов трансмиссий ;0
ремонт и обслуживание автомобилей газ;0
техническое обслуживание и ремонт автомобилей проведение плановых то диагностика и ремонт ходовой и агрегатов;0
ремонтировать и обслуживать грузовые автомобили;0
ремонт автомобилей любых моделей и марок;0
техническое обслуживание автомобилей;0
поддержания порядка на рабочем месте;0
быстрое и качественное выполнение монтажа навигационного топливного оборудования а также тахографов;0
вовремя и в полном объеме предоставлять отчеты о проделанной работе ;1
выполнение ключевых показателей по kpi;0
проведение диагностики и дефектовки топливной аппаратуры;0
проведение ремонта топливной аппаратуры;0
ремонт и сборка грузовых автомобилей автобусов импортных легковых автомобилей микроавтобусов;0
разборка ремонт сборка сложных агрегатов узлов и приборов и замена их при техническом обслуживании;0
обслуживание и ремонт автомобилей;0
техническое обслуживание;0
диагностика;0
текущий и капитальный ремонт автомобилей;0
ремонт сельскохозяйственной дорожной и специальной техники отечественного и импортного производства тракторов;0
ремонт двс отечественного производства змз умз уаз амз зил и др;0
ремонт двс импортного производства deutz perkins cummins и др;0
производит диагностику и ремонт топливной дизельной аппаратуры отечественного и импортного производства азпи нзта язда bosch delphi denso;0
диагностика и ремонт ходовой части;0
поиск и устранение неисправностей;0
проведение технического обслуживания;0
ремонт грузовых авто слесарные работы снятие установка агрегатов;0
проведение то замена масел фильтров и тд;0
ремонт и сервисное обслуживание мототехники;0
выполнение работ по ремонту оборудования;0
проведение дефектовки и ремонта двс ;0
проводить диагностику и профилактический осмотр автотранспортных средств выбраковывать детали после разборки и мойки производить при необходимости слесарную обработку деталей статическую балансировку деталей и узлов выполнять работы по разборке ремонту и сборке узлов и механизмов автотранспортных средств в соответствии с ту заводаизготовителя и другими руководящими материалами по организации работвыполнять работы по установке регулированию и замене запасных частей агрегатов и оборудования согласно оформленного заказнаряда устранять выявленные в ходе диагностики дефекты и неисправности по согласованию с механиком участка;0
ремонт и обслуживание грузовых автомобилей;0
знание принципов и устройство работы автотранспортных средств всевозможных марок и моделей автомобилей уаз газ камаз маз урал зил;0
ремонт и обслуживание транспортных средств ;0
ремонт и обслуживание оборудования ;0
регулярный технический осмотр техники и поддержание ее в исправном состоянии;0
организация своевременного и качественного ремонта то обслуживания грузовых автомобилей и спецтехники прицепов смм;0
организация и контроль текущей деятельности подчиненного персонала рмм;0
составление заявок на запасные части работа с автокаталогамисписание запасных частей;1
контроль за соблюдением работниками правил и норм охраны труда и техники безопасности производственной и трудовой дисциплины;0
разборка сборка автомобилей арматурные работы;0
слесарные работы то ремонт автомобилей;0
ремонт сложных узлов и агрегатов автомобилей все видов и дст;0
диагностика ремонт общестроительной и дорожностроительной техники марок камаз урал уаз к дз sdlg сат bolder hitachi;0
слесарный ремонт пс;0
ремонт и обслуживание гидрооборудования пс;0
капитальный и восстановительный ремонт;0
обслуживание всех типов пс ;0
выполнение работ по ремонту грузовой и дст;0
выполнение ремонта агрегатов;0
своевременная подготовка пс к техническому освидетельствованию а также подготовка к обследованию кранов отработавших нормативный срок службы;0
систематическое проведение инструктажей слесарей электромонтеров наладчиков приборов безопасности по безопасному обслуживанию и ремонту кранов;0
разбор допущенных нарушений случаи травматизма и аварий;0
оформление разрешительных документов для эксплуатации организация мероприятий по обеспечению промышленной безопасности при вводе в эксплуатацию опасного производственного объекта;1
работа с органами ростехнадзорагостехнадзора;0
знание руководств по эксплуатации пс;0
выполнение дополнительных распоряжений руководства;0
ремонт и обслуживание легковой и специальной техники;0
поддержание чистоты на рабочем месте;0
ремонтировать и обслуживать грузовые автомобили на отлично создавая хорошую репутацию среди наших клиентов;0
перегонять тс ;0
определение и устранение неисправностей в работе узлов агрегатов и приборов при техническом осмотре и обслуживании автомобилей;0
осуществление ежедневного периодического текущего и необходимого технического обслуживания подвижного состава;0
проведение разборки ремонта сборки автомобилей;0
ремонт и техническое обслуживание легковых автомобилей двс кпп ходовой части;0
техническое обслуживание и ремонт автомобилей;0
диагностика и ремонт ходовой части авто двигателя кппакпп;0
сходразвал;0
снятие и установка узлов и агрегатов с автомобиля;0
работа с технической документацией;1
знание общего устройства автомобилей;0
технические знания по ремонту сборке регулировке агрегатов и узлов;0
опыт работы автослесарем будет преимуществом;0
готовность обучаться;0
диагностика блоков управления автомобиля;0
поиск неисправности эл проводки;0
программирование эл блоков;0
считывание кодов неисправностей;0
ремонт обслуживание узлов и агрегатов;0
текущий ремонт и обслуживание автомобилей;0
диагностика ;0
определение неисправности;0
ремонт тс;0
шиномонтаж;0
развалсхождение;0
поддержание чистоты на рабочем месте;0
ремонт полная сборка регулировка и испытание двигателей внутреннего сгорания сat volvo shantui sd liebherr ammann ars d hamm lonking cdm ямз камаз iveco амт;0
регулировка и испытание на стендах и шасси сложных агрегатов узлов и приборов автомобилей и замена их при техническом обслуживании проверка деталей и узлов электрооборудования на проверочной аппаратуре и проверочных приспособлениях установка приборов и агрегатов электрооборудования по схеме включая их в сеть выявление и устранение сложных дефектов и неисправностей в процессе ремонта сборки и испытания агрегатов узлов автомобилей и приборов электрооборудования сложная слесарная обработка доводка деталей по квалитетам статическая и динамическая балансировка деталей и узлов сложной конфигурации диагностирование и регулировка систем и агрегатов грузовых и легковых автомобилей и автобусов обеспечивающих безопасность движения;0
ремонт сборка и испытание агрегатов средней сложности в соответствии с технологией выполнения работ и техническими условиями ;0
выполнение при ремонте слесарных операций по ремонту дст сat volvo shantui sd liebherr ammann ars d hamm lonking cdm ямз камаз iveco ам;0
устранение выявленных дефектов при сборке проверке и испытании ремонтируемых агрегатов;0
выполнение операций по доводке и подгонке деталей по месту с обеспечением требуемой точности;0
ремонт и техническое обслуживание спец техники komatsu hangcha амкодор sdlg lg liugong;0
обучение под руководством механика;0
проводить диагностику и профилактический осмотр автотранспортных средств и специальной техники выявляя дефекты;0
выбраковывать детали после разборки и мойки производить при необходимости слесарную обработку деталей выполнять работы по разборке ремонту и сборке узлов и механизмов автотранспортных средств и специальной техники в соответствии с ту заводаизготовителя и другими руководящими материалами по организации работ;0
выполнять работы по установке регулированию и замене запасных частей агрегатов и оборудования;0
устранять выявленные в ходе диагностики дефекты и неисправности;0
обеспечивать качество ведения работ вносить необходимые коррективы в способы и методы наладки;0
шиномонтажные работы;0
ремонт автомобилей преимущественно корейского производства;0
встреча гостей;0
прием телефонных звонков;1
поддержание атмосферы салона;0
встреча пациентов консультирование пациентов по услугам клиники;1
прием входящих звонков и запись пациентов;1
заполнение первичной медицинской документации;1
работа в crm программе;0
заполнение документов для налогового вычета;1
работа с кассовым аппаратом;0
встреча пациентов;0
заполнение медицинских карт;1
работа с кассой;0
работа с программами;0
работа с больничными листами;1
выдача посылок прием посылок оформление и отправка возвратов;0
вежливая работа с покупателями;0
обработка входящей и исходящей корреспонденции ее учет и направление в соответствующие отделы;1
организация процесса приема посетителей;1
прим и распределение входящих звонков;1
ведение документооборота;1
встреча регистрация пациентов в электронной базе данных;0
прием и обработка входящихисходящих звонков;1
консультирование пациентов по медицинским услугам по телефону и при личном обращении;1
запись на прием к врачу в электронном виде с использованием информационной системы медиалог;1
своевременное внесение всей необходимой информации о посещении врача пациентом в установленную электронную базу данных;1
выписка направлений на анализы рассылка результатов анализов;1
прием заявок;1
предоставление клиентам справочной информации касающихся услугцен;1
работа с документамиведение отчетности;1
прием входящихисходящих звонков;1
встреча клиентов центра;0
предоставление клиентам информации о теннисном центре ведение графиков посещения;1
прием платежей регистрация посещения клиентов;1
прием телефонных звонков;1
выдача инвентаря ;0
Обработка поступающих заявок в соц.сетях;1
консультация клиентов по готовым шаблонам и заполнение документов по образцу;1
составление отчётов.;1
Осуществление приема и контроля первичных документов по учету ТМЦ (перемещение, списание, ввод в эксплуатацию, поступление).;1
Учет спецодежды, ГСМ.;0
Отражение в регистрах БУ операций по поступлению ТМЦ, перемещений ТМЦ, передаче подрядным организациям материалов.;0
Квалификация поступивших материалов в соответствии с федеральными стандартами бухгалтерского учета.;1
Осуществлять сверку взаиморасчетов с контрагентами, а также сверку с подрядными организациями по переданным ТМЦ в давал.;0
Контроль и проверка дебиторской и кредиторской задолженности.;1
Оформление, проверка и отражение инвентаризации активов и обязательств Общества.;1
Подготовка документации по сделанный шаблонам;1
Ведения графика работ для подготовки документации;1
Подписание документов с клиентами в офисе компании;0
Поддержания порядка в документации и офисе;0
заключение договоров на коммунальные услуги;0
заключение договоров;0
Встреча гостей;0
Бронирование;1
Прием телефонных звонков, сообщений в соц сетях;1
обеспечение хозяйственной деятельности 4 субъектов по городу;0
заключение договоров на обслуживание;0
контроль обслуживающего персонала;0
организация процесса закупки материалов;0
снабжение всем необходимым и материальная отчетность перед вышестоящим руководством;0
Знание синтаксиса языков JavaScript, TypeScript;0
Базовые знания принципов работы Web;0
Желание работать в команде и развиваться;0
"Оформление пакета перевозочных документов на перевозку грузов железнодорожным транспортом, грузоотправителем которых выступает ООО «НХТК»;";0
"Раскредитование документов на вагоны, прибывших в адрес ООО «НХТК»;";0
"Выгрузка паспортных данных на прибывшие и раскредитованные вагоны;";1
"Печать накладных для предварительного таможенного декларирования;";1
Передача диспетчеру по отгрузке документов на грузы, прибывшие в адрес компании.;0
"Осуществлять бронирование, расчет стоимости, продажу, переоформление и возврат перевозочных документов, продажу дополнительных услуг. Оформлять перевозочную документацию с использованием контрольно-кассовой техники;";1
Предоставлять пассажирам информацию относительно маршрута перелета, условий применения тарифа.;1
Осуществление переноса денежных средств;0
Возврат денежных средств;0
Сверка данных о принятых платежах;1
Урегулирование разногласий с платежными агентами по принятым от населения и перечисленным Обществом платежам;0
Формирование отчетности в части оборота денежных средств;1
Производство расчёта сумм перечисления денежных средств;1
Подготовкам и направление писем в адрес потребителей;1
Распределение платежей по банковским выпискам, проведение сверки с контрагентами;1
Знание основ БУ.;0
решение текущих организационных задач;0
встреча гостей;0
консультация и продажа по имеющимся услугам и программам;1
регистрация в нашей бонусной системе;1
контроль за обеспечением чистоты и порядка в салоне и на прилегающей территории;0
создание комфортных условий при посещении салона для гостей;0
контроль за соблюдением и выполнением должностных инструкций сотрудниками;0
отчетность;1
опыт работы в ресторанном бизнесе от года;0
знание кассовой системы iikorkeeper;0
английский язык как преимущество;0
знание базовых стандартов ресторанного сервиса;0
пунктуальность;0
заключение договоров с курсантами;1
консультирование по услугам автошколы;1
ведение документооборота по классу;1
ежедневная обязательная работа с программой bitrix;0
обзвон поступаемых заявок;1
организация внутренних процессов на филиале;0
выполнение поставленных задач руководства;0
ведение финансовой и хозяйственной деятельности класса;0
консультирование пациентов об услугах клиники лично и по телефону;1
формирование записи на приемы к специалистам;1
оформление медицинской документации;1
работа с кассой прием платежей формирование отчетности;1
выдача посылок прием посылок оформление и отправка возвратов;0
вежливая работа с покупателями;0
ведение медицинской документации ;1
работа с пациентами по телефону работа с программой ident;0
поддержание порядка в зоне ресепшн работа и взаимодействие с врачами;0
работа с кассой;0
работа с задачами по обзвону;1
общаться с клиентами в соответствии со стандартами обслуживания;0
консультировать клиентов об услугах и стоимости;1
вести клиентскую базу;1
принимать входящие заявки ;1
оформлять договора справки;1
проводить денежные расчеты ;1
контроль вахтового городка;0
обеспечение рациональной эксплуатации содержания в исправном состоянии и сохранности имущества вахтового поселка;0
выдача и учет тмц;0
вести журнал посещения;1
строго соблюдать кассовую дисциплину в том числе вести книгу учетарасхода принятых денежных средств;1
встреча и прием гостей студии;0
консультирование гостей по предлагаемым услугам салона;1
предварительная запись гостей своевременное информирование клиентов о записи;1
приготовление чайкофе;0
координация внутренних процессов студии;0
знание и выполнение кассовых операций расчет клиентов;1
соблюдение и контроль порядка в салоне;0
ведение сториз в инстаграм;0
работа в программе yclients;0
встреча клиента;0
ответ на входящие вызовы сообщения запросы;0
работа с базой ;1
работа с соц сетями компании работа с контентом;0
умение работать в режиме многозадачности;0
работа в коллективе;0
приветствуется навык видео съемки умение работать с соц сетями;0
условия график обсуждаем предпочтителен либо ;0
возможна часть работы удаленно;0
встречать и консультировать клиентов студии;1
прием звонков от клиентов запись по телефону и по переписке;1
ведение отчета по клиентам подтверждение записи к мастеру;1
работа с кассой;0
работа с клиентами презентация услуг экскурсии по клубу проведение оплат прием входящих звонков запись на занятия;1
ведение отчетности в клиентской программе;1
помощь руководителю в организации мероприятий центра дни открытых дверей праздники тематические встречи и тд;0
встреча клиентов;0
заключение договоров с клиентами;0
ответы на звонкивопросы;1
разрешение конфликтных ситуаций;0
более подробно при собеседовании;0
первым встречать всех посетителей автосалона обеспечивая им максимально комфортные условия закреплять менеджеров по продажам за клиентами;0
постоянно находиться на своем рабочем месте и первым встречать всех посетителей автосалона;0
общаться с клиентами в доброжелательном но профессиональном и деловом стиле;0
выяснять цель появления и немедленно закрепляет за каждым посетителем менеджера по продажам или другого сотрудника автосалона для решения всех возникших вопросов;0
консультировать клиентов в отсутствие свободных менеджеров по продажам и занимать их живым общением до момента прихода освободившегося менеджера по продажам;0
после назначения менеджера по продажам для работы с клиентами сразу сделать пометку на листе опроса в виде фамилии менеджера по продажам и марки интересующего автомобиля;0
запись клиентов формирование расписания мастерам студии;1
ответы в мессенджерах;1
продажа услуг студии;0
документооборот;1
заказ расходных материалов и др;0
встреча гостей рассадка их в залах;0
оформление брони;1
контроль чистоты залов;0
консультирование гостей;1
прием телефонных звонков;1
организация развозки работников гастробара;0
оформляет медицинскую карту пациента получающего медицинскую помощь в амбулаторных условиях на пациентов впервые обратившихся в поликлинику;1
формирует журналы учета приема и выдачи медицинской документации на отчетный период;1
осуществляет прим документов из стационарных подразделений и распределение по участкам;1
ведет контроль заполнения журналов по плановой госпитализации выписанных из стационара пациентов выдачи амбулаторных карт в другие отделения вызова врача на дом и других;1
осуществляет прием денежных средств от посетителей и пациентов для оплаты медицинских услуг;0
проводит расчетнокассовые операции с помощью кассового аппарата и платежного терминала ;0
ежемесячно формирует отчет об оказании платных услуг и сдает его в экономический отдел;1
ежедневно заполняет журналы регистрации оказанных медицинских услуг требования;1
наличие сертификата о прививках ;0
наличие медицинской книжки;0
наличие справки о наличии отсутствии судимости;0
проводить экскурсии по школе потенциальным клиентам принимать звонкиклиентов вести переписку в whatsapp instagram и вконтакте;0
quotвкусноquot рассказывать о наших занятиях программах педагогах;0
помогать в выборе занятий для детей знакомить с правилами школы расписанием ценами записывать на первое занятие и продавать абонементы;0
вести учет клиентов заявок и оплат в специальной программе работать с кассой;1
обеспечивать рабочее состояние школы поддерживать общий порядок и чистоту в школе в течение рабочего дня контролировать уборку помещения контролировать готовность кабинетов к занятиям;0
готовить отчетность для руководителя;1
участвовать в проведении рекламномаркетинговых мероприятий;0
прием регистрация размещение и выписка гостей;1
прием и оформление необходимых документов;1
прием и обработка заявок на предварительное бронирование номеров по телефону почте и тд;1
обеспечение работы по эффективному и культурному обслуживанию гостей созданию для них комфортных условий;0
соблюдение стандартов работы в гостиничной сфере;0
информирование проживающих в гостинице о предоставляемых дополнительных услугах прием заказов на их выполнение и контролирование их исполнения;1
оперативное и корректное реагирование на информацию от гостя;0
расстановка контроль и табелирование линейного персонала на местах;0
качественное оказание услуг по уборке;0
обучение персонала на месте;0
выдача моющих средств и инвентаря;0
взаимодействие с представителями заказчика по вопросам предоставляемых услуг;0
участие в подборе линейного персонала;0
прием входящих звонков;1
ответы в мессенджерах wa telegram вк;1
запись клиентов формирование плотной записи;1
обратная связь работа с отзывами;1
прием поставок косметики;0
интернет магазин создание накладных сборка и отправка товара;0
осуществление деятельности по информационному сопровождению обслуживания вылетающих и прилетающих пассажиров провожающих и встречающих клиентов пользующихся услугами аэровокзального комплекса;0
организация встречи и сопровождения для маломобильных групп населения ;0
оказание ситуационной помощи;0
консультирование и ведение записи приемов и консультаций работа в crm;1
административнохозяйственная деятельность;0
организация и контроль бесперебойной работы оборудования;0
касса;0
документооборот;1
выполнять поручения директора ;0
проводить собеседования размещать объявления;0
ведение отчтности в программе работа с кассовым аппаратом и с заявками хоз части организация чистоты и порядка в салоне а также сохранение материальных ценностей;0
прием телефонных звонков ведение записи посетителей на процедуры в crm системе подтверждение запланированных визитов оформление и выставление актуальных горящих окон и ответы на сообщения в социальных сетях;1
консультирование гостей по услугам акциям продажа сертификатов абонементов и косметики;1
контроль и координация работы мастеров из таиланда и бали грамотное составление графиков;1
оперативное и корректное реагирование на информацию от гостей относительно предоставляемых услуг урегулирование конфликтных ситуаций;0
встреча гостей и членов клуба регистрация в клубной программе;0
прием и распределение входящих телефонных звонков;1
консультирование членов клуба о дополнительных услугах;1
бронирование услуг для клиентов клуба;1
